doi,title,citation,authors_collapsed,affiliations_collapsed,dwr_contribution_collapsed,first_level,second_level,confidence,abstract,note,journal,publication_year,volume,issue,publisher,landing_page_url,pdf_url,is_oa,is_oa_anywhere,oa_status,license,cited_by_count,dwr_author,dwr_lead_author,dwr_sole_author,dwr_funding_other,first_dwr_author,first_dwr_author_position,first_dwr_author_division
10.3390/LAND9110454,"Park, Fish, Salt and Marshes: Participatory Mapping and Design in a Watery Uncommons","Milligan, B., Kraus-Polk, A., and Huang, Y. (2020). Park, Fish, Salt and Marshes: Participatory Mapping and Design in a Watery Uncommons. Land. 9(11). 454. doi:10.3390/LAND9110454.",Brett Milligan; Alejo Kraus-Polk; Yiwei Huang,University of California Davis; Purdue University,,planning and social sciences,integrated socio-hydrologic systems,0.95,"The Franks Tract State Recreation Area (Franks Tract) is an example of a complex contemporary park mired in ecological and socio-political contestation of what it is and should be. Located in the Sacramento-San Joaquin Delta, it is a central hub in California’s immense and contentious water infrastructure; an accidental shallow lake on subsided land due to unrepaired levee breaks; a novel ecosystem full of ‘invasive’ species; a world-class bass fishing area; and a water transportation corridor. Franks Tract is an example of an uncommons: a place where multiple realities (or ontologies) exist, negotiate and co-create one another. As a case study, this article focuses on a planning effort to simultaneously improve water quality, recreation and ecology in Franks Tract through a state-led project. The article examines the iterative application of participatory mapping and web-based public surveys within a broader, mixed method co-design process involving state agencies, local residents, regional stakeholders, consultant experts and publics. We focus on what was learned in this process by all involved, and what might be transferable in the methods. We conclude that reciprocal iterative change among stakeholders and designers was demonstrated across the surveys, based on shifts in stakeholder preferences as achieved through iterative revision of design concepts that better addressed a broad range of stakeholder values and concerns. Within this reconciliation, the uncommons was retained, rather than suppressed.",Article focuses on participatory design and socio-political interactions within a complex water system.,Land,2020,9,11,MDPI AG,https://doi.org/10.3390/land9110454,https://www.mdpi.com/2073-445X/9/11/454/pdf,TRUE,TRUE,gold,cc-by,8,FALSE,FALSE,FALSE,TRUE,,,
10.3390/MEMBRANES12121287,Calcium Sulfate and Calcium Carbonate Scaling of Thin-Film Composite Polyamide Reverse Osmosis Membranes with Surface-Tethered Polyacrylic Acid Chains,"Chen, Y. and Cohen, Y. (2022). Calcium Sulfate and Calcium Carbonate Scaling of Thin-Film Composite Polyamide Reverse Osmosis Membranes with Surface-Tethered Polyacrylic Acid Chains. Membranes. 12(12). 1287. doi:10.3390/MEMBRANES12121287.",Yian Chen; Yoram Cohen,National Renewable Energy Laboratory; University of California Los Angeles,,engineering,environmental engineering,0.9,"The gypsum and calcite scaling propensities of the thin-film composite polyamide (PA-TFC) reverse osmosis (RO) membrane, modified with a tethered surface layer of polyacrylic acid (PAA) chains, was evaluated and compared to the scaling of selected commercial RO membranes. The tethered PAA layer was synthesized onto a commercial polyamide membrane (i.e., base-PA) via atmospheric pressure plasma-induced graft polymerization (APPIGP). The PAA nano-structured (SNS) base-PA membrane (SNS-PAA-PA) was scaled to a lesser degree, as quantified by a lower permeate flux decline and surface imaging, relative to the tested commercial membranes (Dow SW30, Toray SWRO, and BWRO). The cleaning of gypsum-scaled membranes with D.I. water flushing achieved 100% water permeability recovery for both the SNS-PAA-PA and Dow SW30 membranes, relative to 92-98% permeability restoration for the Toray membranes. The calcium carbonate scaling of SNS-PAA-PA membranes was also lower relative to the commercial membranes, but permeability recovery after D.I. water cleaning was somewhat lower (94%) but consistent with the level of surface scale coverage. In contrast, the calcite and gypsum-scaled membrane areas of the commercial membranes post-cleaning were significantly higher than for the SNS-PAA-PA membrane but with 100% permeability recovery, suggesting the potential for membrane damage when mineral scaling is severe.",Study of reverse osmosis membrane scaling and modification for water treatment.,Membranes,2022,12,12,MDPI AG,https://doi.org/10.3390/membranes12121287,https://www.mdpi.com/2077-0375/12/12/1287/pdf?version=1671607487,TRUE,TRUE,gold,cc-by,17,FALSE,FALSE,FALSE,TRUE,,,
10.3390/RS14153675,The Application of PERSIANN Family Datasets for Hydrological Modeling,"Salehi, H., Sadeghi, M., Golian, S., Nguyen, P., Murphy, C., and Sorooshian, S. (2022). The Application of PERSIANN Family Datasets for Hydrological Modeling. Remote Sensing. 14(15). 3675. doi:10.3390/RS14153675.",Hossein Salehi; Mojtaba Sadeghi; Saeed Golian; Phu Nguyen; Conor Murphy; Soroosh Sorooshian,Shahrood University of Technology; Shahrood University; University of California Irvine; National University of Ireland Maynooth; Maynooth University,,geological and earth sciences,hydrology,0.95,"This study investigates the application of precipitation estimation from remote sensing information using artificial neural networks (PERSIANN) for hydrological modeling over the Russian River catchment in California in the United States as a case study. We evaluate two new PERSIANN products including the PERSIANN-Cloud Classification System–Climate Data Record (CCS–CDR), a climatology dataset, and PERSIANN–Dynamic Infrared Rain Rate (PDIR), a near-real-time precipitation dataset. We also include older PERSIANN products, PERSIANN-Climate Data Record (CDR) and PERSIANN-Cloud Classification System (CCS) as the benchmarks. First, we evaluate these PERSIANN datasets against observations from the Climate Prediction Center (CPC) dataset as a reference. The results showed that CCS–CDR has the least bias among all PERSIANN family datasets. Comparing the two near-real-time datasets, PDIR performs significantly more accurately than CCS. In simulating streamflow using the nontransformed calibration process, EKGE values (Kling–Gupta efficiency) for CCS–CDR (CDR) during the calibration and validation periods were 0.42 (0.34) and 0.45 (0.24), respectively. In the second calibration process, PDIR was considerably better than CCS (EKGE for calibration and validation periods ~ 0.83, 0.82 for PDIR vs. 0.12 and 0.14 for CCS). The results demonstrate the capability of the two newly developed datasets (CCS–CDR and PDIR) of accurately estimating precipitation as well as hydrological simulations.",Evaluates satellite precipitation data for hydrological modeling and streamflow simulation.,Remote Sensing,2022,14,15,MDPI AG,https://doi.org/10.3390/rs14153675,https://www.mdpi.com/2072-4292/14/15/3675/pdf?version=1659961310,TRUE,TRUE,gold,cc-by,17,FALSE,FALSE,FALSE,TRUE,,,
10.3390/RS17091654,"Passive Microwave Imagers, Their Applications, and Benefits: A Review","Rouzegari, N., Zadeh, M.R., Arellano, C.J., Gorooh, V.A., Nguyen, P., Meng, H., Ferraro, R., and Kalluri, S. et al. (2025). Passive Microwave Imagers, Their Applications, and Benefits: A Review. Remote Sensing. 17(9). 1654. doi:10.3390/RS17091654.",Nazak Rouzegari; Mehdi Rezaeian Zadeh; Claudia Jimenez Arellano; Vesta Afzali Gorooh; Phu Nguyen; Huan Meng; Ralph Ferraro; Satya Kalluri; Soroosh Sorooshian; Kuolin Hsu,University of California Irvine; Samueli Institute; University of California San Diego; Scripps Institution of Oceanography; United States National Oceanic and Atmospheric Administration; University of Maryland; Earth System Science Interdisciplinary Center,,atmospheric sciences,meteorology,0.95,"Passive Microwave Imagers (PMWIs) aboard meteorological satellites have been instrumental in advancing the understanding of Earth’s atmospheric and surface processes, providing invaluable data for weather forecasting, climate monitoring, and environmental research. This review examines the relevance, applications, and benefits of PMWI data, focusing on their practical use and benefits to society rather than the specific techniques or algorithms involved in data processing. Specifically, it assesses the impact of PMWI data on Tropical Cyclone (TC) intensity and structure, global precipitation and extreme events, flood prediction, the effectiveness of tropical storm and hurricane watches, fire severity and carbon emissions, weather forecasting, and drought mitigation. Additionally, it highlights the importance of PMWIs in hydrometeorological and real-time applications, emphasizing their current usage and potential for improvement. Key recommendations from users include expanding satellite networks for more frequent global coverage, reducing data latency, and enhancing resolution to improve forecasting accuracy. Despite the notable benefits, challenges remain, such as a lack of direct research linking PMWI data to broader societal outcomes, the time-intensive process of correlating PMWI use with measurable societal impacts, and the indirect links between PMWI and improved weather forecasting and disaster management. This study provides insights into the effectiveness and limitations of PMWI data, stressing the importance of continued research and development to maximize their contribution to disaster preparedness, climate resilience, and global weather forecasting.",Reviews passive microwave imagers on meteorological satellites for weather forecasting and atmospheric processes.,Remote Sensing,2025,17,9,MDPI AG,https://doi.org/10.3390/rs17091654,,TRUE,TRUE,gold,cc-by,0,FALSE,FALSE,FALSE,TRUE,,,
10.3390/SU14031804,"Adult Climate Change Education Advances Learning, Self-Efficacy, and Agency for Community-Scale Stewardship","Nelson, S., Ira, G., and Merenlender, A.M. (2022). Adult Climate Change Education Advances Learning, Self-Efficacy, and Agency for Community-Scale Stewardship. Sustainability. 14(3). 1804. doi:10.3390/SU14031804.",Sarah-Mae Nelson; Greg Ira; Adina M. Merenlender,University of California Agriculture and Natural Resources; University of California; University of California Berkeley,,education,STEM education,0.95,"Education per se does not necessarily foster positive environmental behaviors; rather, a complex assemblage of influences including social integration, discovering shared values, strengthening environmental identity, self-efficacy, and agency is needed to foster environmental stewardship. We examine the participant outcomes from a new adult climate education and service course, which is delivered by local organizations. The UC Climate Stewards certification course includes relationship building, social-emotional learning, climate science, climate communication, monitoring resilience, and how to take community-scale action. Based on results from ~154 participants, we observed significant improvement in self-efficacy, with confidence to help protect communities increasing from x¯ = 3.59 (3 is neutral) to x¯ 4.32 (4 is agree) (p &lt; 0.00). The importance of doing something or taking action about climate change appears to be a value that was strongly held prior to taking the course and aligns with motivations for becoming a certified Climate Steward; hence, it only slightly increased from (x¯ = 4.25) to (x¯ = 4.57) (p &lt; 0.00). Climate Stewards’ feeling of competency in talking about the subject increased (from x¯ 3.05 before to x¯ = 4.24 after, p &lt; 0.00, N = 111). Finally, we examine the community-scale stewardship taken by the Climate Steward volunteers, from information provided through self-reporting, and explore additional approaches to researching pathways from education to agency.",The article analyzes the outcomes of an adult climate change education course on learning and agency.,Sustainability,2022,14,3,MDPI AG,https://doi.org/10.3390/su14031804,https://www.mdpi.com/2071-1050/14/3/1804/pdf?version=1644476421,TRUE,TRUE,gold,,19,FALSE,FALSE,FALSE,TRUE,,,
10.3390/TOXINS12030178,"Analysis of Covalently Bound Microcystins in Sediments and Clam Tissue in the Sacramento-San Joaquin River Delta, California, USA","Bolotaolo, M.B., Kurobe, T., Puschner, B., Hammock, B.G., Hengel, M.J., Lesmeister, S., and Teh, S.J. (2020). Analysis of Covalently Bound Microcystins in Sediments and Clam Tissue in the Sacramento-San Joaquin River Delta, California, USA. Toxins. 12(3). 178. doi:10.3390/TOXINS12030178.",Melissa B. Bolotaolo; Tomofumi Kurobe; Birgit Puschner; Bruce G. Hammock; Matt J. Hengel; Sarah Lesmeister; Swee J. Teh,University of California Davis; Michigan State University; California Department of Water Resources,,biological and ecological sciences,aquatic toxicology,0.95,"Harmful cyanobacterial blooms compromise human and environmental health, mainly due to the cyanotoxins they often produce. Microcystins (MCs) are the most commonly measured group of cyanotoxins and are hepatotoxic, neurotoxic, and cytotoxic. Due to MCs ability to covalently bind to proteins, quantification in complex matrices is difficult. To analyze bound and unbound MCs, analytical methods were optimized for analysis in sediment and clam tissues. A clean up step was incorporated to remove lipids, improving percent yield. This method was then applied to sediment and clam samples collected from the Sacramento-San Joaquin River Delta (Delta) in the spring and fall of 2017. Water samples were also tested for intracellular and extracellular MCs. These analyses were used to quantify the partitioning of MCs among sediment, clams, and water, and to examine whether MCs persist during non-summer months. Toxin analysis revealed that multiple sediment samples collected in the Delta were positive for MCs, with a majority of the positive samples from sites in the San Joaquin River, even while water samples from the same location were below detection limit. These data highlight the importance of analyzing MCs in complex matrices to accurately evaluate environmental risk.",Focuses on quantifying cyanotoxins (microcystins) in aquatic environments and organisms to assess environmental risk.,Toxins,2020,12,3,MDPI AG,https://doi.org/10.3390/toxins12030178,https://www.mdpi.com/2072-6651/12/3/178/pdf,TRUE,TRUE,gold,cc-by,9,TRUE,FALSE,FALSE,TRUE,Sarah Lesmeister,6,DISE
10.3390/URBANSCI9020028,Modeling Urban Microclimates for High-Resolution Prediction of Land Surface Temperature Using Statistical Models and Surface Characteristics,"Fahad, M.G.R., Karimi, M., Nazari, R., and Nikoo, M.R. (2025). Modeling Urban Microclimates for High-Resolution Prediction of Land Surface Temperature Using Statistical Models and Surface Characteristics. Urban Science. 9(2). 28. doi:10.3390/URBANSCI9020028.",Md Golam Rabbani Fahad; Maryam Karimi; Rouzbeh Nazari; Mohammad Reza Nikoo,California Department of Water Resources; University of Memphis; Sultan Qaboos University,,atmospheric sciences,climatology,0.9,"Surface properties in complex urban environments can significantly impact local-level temperature gradients and distribution on several scales. Studying temperature anomalies and identifying heat pockets in urban settings is challenging. Limited high-resolution datasets are available that do not translate into an accurate assessment of near-surface temperature. This study developed a model to predict land surface temperature (LST) at a high spatial–temporal resolution in urban areas using Landsat data and meteorological inputs from NLDAS. This study developed an urban microclimate (UC) model to predict air temperature at high spatial–temporal resolution for inner urban areas through a land surface and build-up scheme. The innovative aspect of the model is the inclusion of micro-features in land use characteristics, which incorporate surface types, urban vegetation, building density and heights, short wave radiation, and relative humidity. Statistical models, including the Generalized Additive Model (GAM) and spatial autoregression (SAR), were developed to predict land surface temperature (LST) based on surface characteristics and weather parameters. The model was applied to urban microclimates in densely populated regions, focusing on Manhattan and New York City. The results indicated that the SAR model performed better (R2 = 0.85, RMSE = 0.736) in predicting micro-scale LST variations compared to the GAM (R2 = 0.39, RMSE = 1.203) and validated the accuracy of the LST prediction model with R2 ranging from 0.79 to 0.95.",Models urban microclimates and land surface temperature patterns in complex urban environments.,Urban Science,2025,9,2,MDPI AG,https://doi.org/10.3390/urbansci9020028,https://www.mdpi.com/2413-8851/9/2/28/pdf?version=1738053748,TRUE,TRUE,gold,cc-by,2,TRUE,TRUE,FALSE,FALSE,Md Golam Rabbani Fahad,1,DFO
10.3390/W12082253,Determination of Actual Evapotranspiration and Crop Coefficients of California Date Palms Using the Residual of Energy Balance Approach,"Montazar, A., Krueger, R.R., Corwin, D.L., Pourreza, A., Little, C., Rios, S., and Snyder, R.L. (2020). Determination of Actual Evapotranspiration and Crop Coefficients of California Date Palms Using the Residual of Energy Balance Approach. Water. 12(8). 2253. doi:10.3390/W12082253.",Aliasghar Montazar; Robert R. Krueger; Dennis L. Corwin; Alireza Pourreza; Cayle Little; S. Rios; Richard L. Snyder,University of California; United States Department of Agriculture; United States Salinity Laboratory; University of California Davis; California Department of Water Resources; Riverside University Health System Medical,,geological and earth sciences,hydrology,0.95,"As water scarcity becomes of greater concern in arid and semi-arid regions due to altered weather patterns, greater and more accurate knowledge regarding evapotranspiration of crops produced in these areas is of increased significance to better manage limited water resources. This study aimed at determining the actual evapotranspiration (ETa) and crop coefficients (Ka) in California date palms. The residual of energy balance method using a combination of surface renewal and eddy covariance techniques was applied to measure ETa in six commercial mature date palm orchards (8–22 years old) over one year. The experimental orchards represent various soil types and conditions, irrigation management practices, canopy characteristics, and the most common date cultivars in the region. The results demonstrated considerable variability in date palm consumptive water use, both spatially and temporally. The cumulative ETa (CETa) across the six sites ranged from 1299 to 1501 mm with a mean daily ETa of 7.2 mm day−1 in June–July and 1.0 mm day−1 in December at the site with the highest crop water consumption. The mean monthly Ka values varied between 0.63 (December) and 0.90 (June) in the non-salt-affected, sandy loam soil date palms with an average density of 120 plants ha−1 and an average canopy cover and tree height of more than 80% and 11.0 m, respectively. However, the values ranged from 0.62 to 0.75 in a silty clay loam saline-sodic date palm orchard with 55% canopy cover, density of 148 plants ha−1, and 7.3 m tree height. Inverse relationships were derived between the CETa and soil salinity (ECe) in the crop root zone; and between the mean annual Ka and ECe. This information addresses the immediate needs of date growers for irrigation management in the region and enables them to more efficiently utilize water and to achieve full economic gains in a sustainable manner, especially as water resources become less available or more expensive.",Focuses on measuring evapotranspiration and crop water use for water resource management.,Water,2020,12,8,MDPI AG,https://doi.org/10.3390/w12082253,https://www.mdpi.com/2073-4441/12/8/2253/pdf?version=1597883456,TRUE,TRUE,gold,,24,TRUE,FALSE,FALSE,FALSE,Cayle Little,5,DRA
10.3390/W12092481,Effect of Fluvial Discharges and Remote Non-Tidal Residuals on Compound Flood Forecasting in San Francisco Bay,"Tehranirad, B., Herdman, L., Nederhoff, K., Erikson, L., Cifelli, R., Pratt, G., Leon, M., and Barnard, P.L. (2020). Effect of Fluvial Discharges and Remote Non-Tidal Residuals on Compound Flood Forecasting in San Francisco Bay. Water. 12(9). 2481. doi:10.3390/W12092481.",Babak Tehranirad; Liv Herdman; Kees Nederhoff; Li Erikson; Robert Cifelli; Greg Pratt; Michael Leon; Patrick L. Barnard,United States Geological Survey; Pacific Coastal and Marine Science Center; Pacific Science Center; New York Water Science Center; Deltares USA; Delta Air Lines; United States National Oceanic and Atmospheric Administration,,geological and earth sciences,hydrology,0.95,"Accurate and timely flood forecasts are critical for making emergency-response decisions regarding public safety, infrastructure operations, and resource allocation. One of the main challenges for coastal flood forecasting systems is a lack of reliable forecast data of large-scale oceanic and watershed processes and the combined effects of multiple hazards, such as compound flooding at river mouths. Offshore water level anomalies, known as remote Non-Tidal Residuals (NTRs), are caused by processes such as downwelling, offshore wind setup, and also driven by ocean-basin salinity and temperature changes, common along the west coast during El Niño events. Similarly, fluvial discharges can contribute to extreme water levels in the coastal area, while they are dominated by large-scale watershed hydraulics. However, with the recent emergence of reliable large-scale forecast systems, coastal models now import the essential input data to forecast extreme water levels in the nearshore. Accordingly, we have developed Hydro-CoSMoS, a new coastal forecast model based on the USGS Coastal Storm Modeling System (CoSMoS) powered by the Delft3D San Francisco Bay and Delta community model. In this work, we studied the role of fluvial discharges and remote NTRs on extreme water levels during a February 2019 storm by using Hydro-CoSMoS in hindcast mode. We simulated the storm with and without real-time fluvial discharge data to study their effect on coastal water levels and flooding extent, and highlight the importance of watershed forecast systems such as NOAA’s National Water Model (NWM). We also studied the effect of remote NTRs on coastal water levels in San Francisco Bay during the 2019 February storm by utilizing the data from a global ocean model (HYCOM). Our results showed that accurate forecasts of remote NTRs and fluvial discharges can play a significant role in predicting extreme water levels in San Francisco Bay. This pilot application in San Francisco Bay can serve as a basis for integrated coastal flood modeling systems in complex coastal settings worldwide.",Focuses on flood forecasting and the science of extreme water levels.,Water,2020,12,9,MDPI AG,https://doi.org/10.3390/w12092481,https://www.mdpi.com/2073-4441/12/9/2481/pdf,TRUE,TRUE,gold,,16,FALSE,FALSE,FALSE,TRUE,,,
10.3390/W13030312,Assessment of Flood Forecast Products for a Coupled Tributary-Coastal Model,"Cifelli, R., Johnson, L.E., Kim, J., Coleman, T., Pratt, G., Herdman, L., Martyr-Koller, R., and FinziHart, J.A. et al. (2021). Assessment of Flood Forecast Products for a Coupled Tributary-Coastal Model. Water. 13(3). 312. doi:10.3390/W13030312.",Robert Cifelli; Lynn E. Johnson; Jungho Kim; Tim Coleman; Greg Pratt; Liv Herdman; Rosanne Martyr-Koller; Juliette A. FinziHart; Li Erikson; Patrick L. Barnard; Michael Anderson,United States National Oceanic and Atmospheric Administration; Cooperative Institute for Research in Environmental Sciences; United States Geological Survey; Pacific Science Center; Pacific Coastal and Marine Science Center; California Department of Water Resources,,engineering,water resource engineering,0.95,"Compound flooding, resulting from a combination of riverine and coastal processes, is a complex but important hazard to resolve along urbanized shorelines in the vicinity of river mouths. However, inland flooding models rarely consider oceanographic conditions, and vice versa for coastal flood models. Here, we describe the development of an operational, integrated coastal-watershed flooding model to address this issue of compound flooding in a highly urbanized estuarine environment, San Francisco Bay (CA, USA), where the surrounding communities are susceptible to flooding along the bay shoreline and inland rivers and creeks that drain to the bay. The integrated tributary-coastal forecast model (Hydro-Coastal Storm Modeling System, or Hydro-CoSMoS) was developed to provide water managers and other users with flood forecast information beyond what is currently available. Results presented here are focused on the interaction of the Napa River watershed and the San Pablo Bay at the northern end of San Francisco Bay. This paper describes the modeling setup, the scenario used in a tabletop exercise (TTE), and the assessment of the various flood forecast information products. Hydro-CoSMoS successfully demonstrated the capability to provide watershed and coastal flood information at scales and locations where no such information is currently available and was also successful in showing how tributary flows could be used to inform the coastal storm model during a flooding scenario. The TTE provided valuable feedback on how to guide continued model development and to inform what model outputs and formats are most useful to end-users.",Development and assessment of an operational flood forecasting model for water resource management.,Water,2021,13,3,MDPI AG,https://doi.org/10.3390/w13030312,https://www.mdpi.com/2073-4441/13/3/312/pdf?version=1612433761,TRUE,TRUE,gold,,3,TRUE,FALSE,FALSE,FALSE,Michael Anderson,11,DFM
10.3390/W13192661,"Comparison of Deterministic and Statistical Models for Water Quality Compliance Forecasting in the San Joaquin River Basin, California","Quinn, N.W., Tansey, M., and Lu, J.C.S. (2021). Comparison of Deterministic and Statistical Models for Water Quality Compliance Forecasting in the San Joaquin River Basin, California. Water. 13(19). 2661. doi:10.3390/W13192661.",Nigel W.T. Quinn; M. Tansey; James C. S. Lu,Lawrence Berkeley National Laboratory; United States Bureau of Reclamation; University of California Merced,,geological and earth sciences,water quality,0.95,"Model selection for water quality forecasting depends on many factors including analyst expertise and cost, stakeholder involvement and expected performance. Water quality forecasting in arid river basins is especially challenging given the importance of protecting beneficial uses in these environments and the livelihood of agricultural communities. In the agriculture-dominated San Joaquin River Basin of California, real-time salinity management (RTSM) is a state-sanctioned program that helps to maximize allowable salt export while protecting existing basin beneficial uses of water supply. The RTSM strategy supplants the federal total maximum daily load (TMDL) approach that could impose fines associated with exceedances of monthly and annual salt load allocations of up to $1 million per year based on average year hydrology and salt load export limits. The essential components of the current program include the establishment of telemetered sensor networks, a web-based information system for sharing data, a basin-scale salt load assimilative capacity forecasting model and institutional entities tasked with performing weekly forecasts of river salt assimilative capacity and scheduling west-side drainage export of salt loads. Web-based information portals have been developed to share model input data and salt assimilative capacity forecasts together with increasing stakeholder awareness and involvement in water quality resource management activities in the river basin. Two modeling approaches have been developed simultaneously. The first relies on a statistical analysis of the relationship between flow and salt concentration at three compliance monitoring sites and the use of these regression relationships for forecasting. The second salt load forecasting approach is a customized application of the Watershed Analysis Risk Management Framework (WARMF), a watershed water quality simulation model that has been configured to estimate daily river salt assimilative capacity and to provide decision support for real-time salinity management at the watershed level. Analysis of the results from both model-based forecasting approaches over a period of five years shows that the regression-based forecasting model, run daily Monday to Friday each week, provided marginally better performance. However, the regression-based forecasting model assumes the same general relationship between flow and salinity which breaks down during extreme weather events such as droughts when water allocation cutbacks among stakeholders are not evenly distributed across the basin. A recent test case shows the utility of both models in dealing with an exceedance event at one compliance monitoring site recently introduced in 2020.",Focuses on forecasting and managing salinity to ensure water quality compliance in a river basin.,Water,2021,13,19,MDPI AG,https://doi.org/10.3390/w13192661,https://www.mdpi.com/2073-4441/13/19/2661/pdf?version=1632908991,TRUE,TRUE,gold,,7,FALSE,FALSE,FALSE,TRUE,,,
10.3390/W14132030,Multi-Location Emulation of a Process-Based Salinity Model Using Machine Learning,"Qi, S., He, M., Bai, Z., Ding, Z., Sandhu, P., Zhou, Y., Namadi, P., and Tom, B. et al. (2022). Multi-Location Emulation of a Process-Based Salinity Model Using Machine Learning. Water. 14(13). 2030. doi:10.3390/W14132030.",Siyu Qi; Minxue He; Zhaojun Bai; Zhi Ding; Prabhjot Sandhu; Yu Zhou; Peyman Namadi; Bradley Tom; Raymond Hoang; Jamie Anderson,University of California Davis; California Department of Water Resources,,computer and information sciences,machine learning,0.9,"Advances in machine-learning techniques can serve practical water management needs such as salinity level estimation. This study explores machine learning, particularly deep-learning techniques in developing computer emulators for a commonly used process model, the Delta Simulation Model II (DSM2), used for salinity estimation in California’s Sacramento-San Joaquin Delta (Delta). We apply historical daily input data to DSM2 and corresponding salinity simulations at 28 study locations from 1990 to 2019 to train two machine-learning models: a multi-layer perceptron (MLP) and Long-Short-Term Memory (LSTM) networks in a multi-task learning framework. We assess sensitivity of both networks to the amount of antecedent input information (memory) and training data to determine appropriate memory size and training data length. We evaluate network performance according to several statistical metrics as well as visual inspection. The study further investigates two additional networks, the Gated Recurrent Unit (GRU) and Residual Network (ResNet) in salinity modeling, and compares their efficacy against MLP and LSTM. Our results demonstrate strong performance of the four neural network models over the study period, achieving absolute bias below 4%, plus near-perfect correlation coefficients and Nash–Sutcliffe efficiency coefficients. The high complexity LSTM shows slight performance edge. We further show that deeper and wider versions of MLP and LSTM yield only marginal benefit over their baseline counterparts. We also examined issues related to potential overfitting by the proposed models, training data selection strategies, and analytical and practical implications. Overall, this new study indicates that machine-learning-based emulators can efficiently emulate DSM2 in salinity simulation. They exhibit strong potential to supplement DSM2 in salinity modeling and help guide water resource planning and management practices for the Delta region.",Applying and evaluating machine learning models to emulate a salinity simulation model for water resource management.,Water,2022,14,13,MDPI AG,https://doi.org/10.3390/w14132030,https://www.mdpi.com/2073-4441/14/13/2030/pdf?version=1657259957,TRUE,TRUE,gold,,11,TRUE,FALSE,FALSE,TRUE,Minxue He,2,BDO
10.3390/W14152384,"Developing a Decision Support System for Regional Agricultural Nonpoint Salinity Pollution Management: Application to the San Joaquin River, California","Dinar, A. and Quinn, N.W. (2022). Developing a Decision Support System for Regional Agricultural Nonpoint Salinity Pollution Management: Application to the San Joaquin River, California. Water. 14(15). 2384. doi:10.3390/W14152384.",Ariel Dinar; Nigel W.T. Quinn,University of California Riverside; Lawrence Berkeley National Laboratory,,computer and information sciences,decision support,0.95,"Environmental problems and production losses associated with irrigated agriculture, such as salinity, degradation of receiving waters, such as rivers, and deep percolation of saline water to aquifers, highlight water-quality concerns that require a paradigm shift in resource-management policy. New tools are needed to assist environmental managers in developing sustainable solutions to these problems, given the nonpoint source nature of salt loads to surface water and groundwater from irrigated agriculture. Equity issues arise in distributing responsibility and costs to the generators of this source of pollution. This paper describes an alternative approach to salt regulation and control using the concept of “Real-Time Water Quality management”. The approach relies on a continually updateable WARMF (Watershed Analysis Risk Management Framework) forecasting model to provide daily estimates of salt load assimilative capacity in the San Joaquin River and assessments of compliance with salinity concentration objectives at key monitoring sites on the river. The results of the study showed that the policy combination of well-crafted river salinity objectives by the regulator and the application of an easy-to use and maintain decision support tool by stakeholders have succeeded in minimizing water quality (salinity) exceedances over a 20-year study period.",Developing and applying a decision support system for water quality management.,Water,2022,14,15,MDPI AG,https://doi.org/10.3390/w14152384,https://www.mdpi.com/2073-4441/14/15/2384/pdf?version=1659490974,TRUE,TRUE,gold,,13,FALSE,FALSE,FALSE,TRUE,,,
10.3390/W15040762,Post-Wildfire Debris Flow and Large Woody Debris Transport Modeling from the North Complex Fire to Lake Oroville,"Wasklewicz, T., Chen, A., and Guthrie, R. (2023). Post-Wildfire Debris Flow and Large Woody Debris Transport Modeling from the North Complex Fire to Lake Oroville. Water. 15(4). 762. doi:10.3390/W15040762.",Thad Wasklewicz; Aaron Chen; Richard Guthrie,Stantec,,geological and earth sciences,hydrology,0.9,"The increase in wildfires across much of Western United States has a significant impact on the water quantity, water quality, and sediment and large woody debris transport (LWD) within the watershed of reservoirs. There is a need to understand the volume and fate of LWD transported by post-wildfire debris flows to the Lake Oroville Reservoir, north of Sacramento, California. Here, we combine debris flow modeling, hydrologic and hydraulic modeling, and large woody debris transport modeling to assess how much LWD is transported from medium and small watersheds to Lake Oroville. Debris flow modeling, triggered by a 50-year rainfall intensity, from 13 watersheds, transported 1073 pieces (1579.7 m3) of LWD to the mainstem river. Large woody debris transport modeling was performed for 1-, 2-, 5-, 25-, 50-, 100-, and 500-year flows. The transport ratio increased with discharge as expected. LWD is transported to the reservoir during a 2-year event with a transport ratio of 25% with no removal of LWD and 9% with removal of LWD greater than the cross-section width. The 500-year event produced transport ratios of 58% and 46% in our two sub scenarios.",Modeling post-wildfire debris flow and large woody debris transport to a reservoir.,Water,2023,15,4,MDPI AG,https://doi.org/10.3390/w15040762,https://www.mdpi.com/2073-4441/15/4/762/pdf?version=1676442952,TRUE,TRUE,gold,,5,FALSE,FALSE,FALSE,TRUE,,,
